2024-06-15 01:37:12.787 CST,raingage,benchmark,3883,127.0.0.1:36196,666c7fc8.f2b,1,BEGIN,2024-06-15 01:37:12 CST,4月2日,0,LOG,0,execute <unnamed>: BEGIN,,,,,,,,,,client backend
2024-06-15 01:37:12.811 CST,raingage,benchmark,3883,127.0.0.1:36196,666c7fc8.f2b,2,SELECT,2024-06-15 01:37:12 CST,4月2日,0,LOG,0,"execute <unnamed>: SELECT d_tax, d_next_o_id     FROM bmsql_district     WHERE d_w_id = $1 AND d_id = $2     FOR UPDATE","parameters: $1 = '1', $2 = '1'",,,,,,,,,client backend
2024-06-15 01:37:12.836 CST,raingage,benchmark,3883,127.0.0.1:36196,666c7fc8.f2b,3,SELECT,2024-06-15 01:37:12 CST,4月2日,46618,LOG,0,"execute <unnamed>: SELECT c_discount, c_last, c_credit, w_tax     FROM bmsql_customer     JOIN bmsql_warehouse ON (w_id = c_w_id)     WHERE c_w_id = $1 AND c_d_id = $2 AND c_id = $3","parameters: $1 = '1', $2 = '1', $3 = '57'",,,,,,,,,client backend
2024-06-15 01:37:12.852 CST,raingage,benchmark,3883,127.0.0.1:36196,666c7fc8.f2b,4,SELECT,2024-06-15 01:37:12 CST,4月2日,46618,LOG,0,"execute <unnamed>: SELECT c_discount, c_last, c_credit, w_tax     FROM bmsql_customer     JOIN bmsql_warehouse ON (w_id = c_w_id)     WHERE c_w_id = $1 AND c_d_id = $2 AND c_id = $3","parameters: $1 = '1', $2 = '1', $3 = '57'",,,,,,,,,client backend
2024-06-15 01:37:12.874 CST,raingage,benchmark,3883,127.0.0.1:36196,666c7fc8.f2b,5,SELECT,2024-06-15 01:37:12 CST,4月2日,46618,LOG,0,"execute <unnamed>: SELECT c_discount, c_last, c_credit, w_tax     FROM bmsql_customer     JOIN bmsql_warehouse ON (w_id = c_w_id)     WHERE c_w_id = $1 AND c_d_id = $2 AND c_id = $3","parameters: $1 = '1', $2 = '1', $3 = '57'",,,,,,,,,client backend
2024-06-15 01:37:12.896 CST,raingage,benchmark,3883,127.0.0.1:36196,666c7fc8.f2b,6,SELECT,2024-06-15 01:37:12 CST,4月2日,46618,LOG,0,"execute <unnamed>: SELECT c_discount, c_last, c_credit, w_tax     FROM bmsql_customer     JOIN bmsql_warehouse ON (w_id = c_w_id)     WHERE c_w_id = $1 AND c_d_id = $2 AND c_id = $3","parameters: $1 = '1', $2 = '1', $3 = '57'",,,,,,,,,client backend
2024-06-15 01:37:12.915 CST,raingage,benchmark,3883,127.0.0.1:36196,666c7fc8.f2b,7,SELECT,2024-06-15 01:37:12 CST,4月2日,46618,LOG,0,"execute S_1: SELECT c_discount, c_last, c_credit, w_tax     FROM bmsql_customer     JOIN bmsql_warehouse ON (w_id = c_w_id)     WHERE c_w_id = $1 AND c_d_id = $2 AND c_id = $3","parameters: $1 = '1', $2 = '1', $3 = '57'",,,,,,,,,client backend
2024-06-15 01:37:12.934 CST,raingage,benchmark,3883,127.0.0.1:36196,666c7fc8.f2b,8,SELECT,2024-06-15 01:37:12 CST,4月2日,46618,LOG,0,"execute S_1: SELECT c_discount, c_last, c_credit, w_tax     FROM bmsql_customer     JOIN bmsql_warehouse ON (w_id = c_w_id)     WHERE c_w_id = $1 AND c_d_id = $2 AND c_id = $3","parameters: $1 = '1', $2 = '1', $3 = '57'",,,,,,,,,client backend
2024-06-15 01:37:12.953 CST,raingage,benchmark,3883,127.0.0.1:36196,666c7fc8.f2b,9,SELECT,2024-06-15 01:37:12 CST,4月2日,46618,LOG,0,"execute S_1: SELECT c_discount, c_last, c_credit, w_tax     FROM bmsql_customer     JOIN bmsql_warehouse ON (w_id = c_w_id)     WHERE c_w_id = $1 AND c_d_id = $2 AND c_id = $3","parameters: $1 = '1', $2 = '1', $3 = '57'",,,,,,,,,client backend
2024-06-15 01:37:12.965 CST,raingage,benchmark,3883,127.0.0.1:36196,666c7fc8.f2b,10,SELECT,2024-06-15 01:37:12 CST,4月2日,46618,LOG,0,"execute S_1: SELECT c_discount, c_last, c_credit, w_tax     FROM bmsql_customer     JOIN bmsql_warehouse ON (w_id = c_w_id)     WHERE c_w_id = $1 AND c_d_id = $2 AND c_id = $3","parameters: $1 = '1', $2 = '1', $3 = '57'",,,,,,,,,client backend
